_normalized_mun_slug,_normalized_mun_cod_ibge,vlr_investimento_sum,vlr_desembolsado_sum,vlr_investimento_por_populacao,vlr_desembolsado_por_populacao,populacao
beruri-am,1300631,4790919,957183.8,Infinity,Infinity,
amatura-am,1300060,1950603.12,,Infinity,NaN,
eirunepe-am,1301407,4809968.84,,Infinity,NaN,
maraa-am,1302801,2875210,574042,Infinity,Infinity,
jutai-am,1302306,4790919,,Infinity,NaN,
jaguaracu-mg,3135001,248773.86,,Infinity,NaN,
baiao-pa,1501204,779036,,Infinity,NaN,
gameleira-de-goias-go,5208152,20302137.39,859676.19,7209.565834517046,305.28273792613635,2816
porto-alegre-rs,4314902,8005707815.330001,222409708.90999997,5436.879917941273,151.0440935169326,1472482
amajari-rr,1400027,33280212.5,5265109.55,5342.785760154118,845.2575935142077,6229
sao-goncalo-rj,3304904,4983974906.680003,174848364.39,4829.887021047524,169.44263597450535,1031903
alianca-do-tocantins-to,1700350,31296178.569999993,24276738.16,4821.4725881990435,3740.0613403173625,6491
normandia-rr,1400407,24098605.27,175500,4642.382059333461,33.80851473704489,5191
sao-paulo-sp,3550308,54802930665.93999,2076801725.3600001,4606.878244948907,174.58140598272027,11895893
canta-rr,1400175,41394777.4,9926628.15,4493.083403885813,1077.4588244871377,9213
sao-luiz-rr,1400605,27737857.77,9161014.11,4386.125517077799,1448.6107068311194,6324
tartarugalzinho-ap,1600709,53081661.71,8082665.8,4282.505987091569,652.0908269463494,12395
sao-vicente-sp,3551009,1271091395.8599997,339802133.51,3823.463718389507,1022.1303779873363,332445
mucajai-rr,1400308,49882184.55,27261783.57,3782.3919131028206,2067.165875796178,13188
ferreira-gomes-ap,1600238,13809187,0,3617.8116321718626,0,3817
cuiaba-mt,5103403,1989851229.4199998,543983736.93,3544.8929761690556,969.0996491006165,561329
lauro-de-freitas-ba,2919207,604673900.53,22595010.23,3535.23637779025,132.10211661463268,171042
vitoria-do-jari-ap,1600808,39296097.71,3843125,3411.415722718986,333.6335619411407,11519
tupirama-to,1721257,4053025.38,1131658.12,3330.341314708299,929.8752013147084,1217
epitaciolandia-ac,1200252,46686572.9,3475230.23,3091.8260198675493,230.14769735099338,15100
belo-horizonte-mg,3106200,7444042907.25,1111277866.5100005,3002.6411744478482,448.246835732999,2479165
curitiba-pr,4106902,5790152238.7300005,347542676.94,2971.4025363153323,178.35268386032004,1948626
carmolandia-to,1703883,6059300.65,3138641.3000000003,2920.1448915662654,1512.59821686747,2075
ermo-sc,4205191,5985553.78,4939050,2899.9776065891474,2392.9505813953488,2064
novo-santo-antonio-pi,2206951,9400121.98,5604485.34,2883.473,1719.1672822085889,3260
careiro-am,1301100,45588374.85,28027803.56,2663.961599368901,1637.8077227838485,17113
palmas-to,1721000,742718856.6700001,132009046.14999999,2653.9322246798356,471.70346946286656,279856
itaubal-ap,1600253,9212682,603125,2642.0080298250646,172.96386578720964,3487
pinhal-rs,4314456,6525445.969999999,4447431,2594.610723658051,1768.362226640159,2515
barra-de-sao-miguel-al,2700607,19299170.17,10454202.8,2584.594906923798,1400.0539440203563,7467
porto-alegre-do-piaui-pi,2208551,6483071.41,3857735.46,2572.647384920635,1530.8474047619047,2520
bom-jesus-do-tocantins-to,1703305,5517078.640000001,1838454,2568.472364990689,855.891061452514,2148
alto-feliz-rs,4300570,7696933.389999999,3651415.94,2525.24061351706,1197.9711089238845,3048
nova-marilandia-mt,5108857,7264190.1899999995,4775215.39,2461.6029108776684,1618.1685496441883,2951
oiapoque-ap,1600501,33918888.13,9774000,2421.3940698172473,697.7441462021702,14008
pouso-novo-rs,4315131,4492936.289999999,1895036.28,2396.2326879999996,1010.686016,1875
olaria-mg,3145406,5467466.5600000005,297050,2359.717980146742,128.20457488131206,2317
tupiratins-to,1721307,5028764.1899999995,1584194.4,2335.700970738504,735.8078959591268,2153
olho-d-agua-do-casado-al,2705804,17322435,695000,2321.108803430256,93.12608870427442,7463
sao-francisco-se,2806909,6320511.8100000005,1586868.33,2289.2110865628397,574.7440528793916,2761
cariri-do-tocantins-to,1703867,8487834.87,2049704.42,2270.6888362760833,548.3425414660246,3738
tabocao-to,1708254,6451709.55,3699783.18,2234.7452545895394,1281.5321025285764,2887
cotipora-rs,4305959,8709585.419999998,6656978.319999999,2223.534700025529,1699.5094000510594,3917
bonfim-rr,1400159,24330401.26,7679929.450000001,2223.3757890889156,701.8120670748425,10943
sao-geraldo-do-baixio-mg,3161650,7635140.34,3048334,2206.050372724646,880.7668303958394,3461
fortaleza-ce,2304400,5625941428.639998,867956204.41,2204.6901013008037,340.13408715631203,2551806
messias-targino-rn,2407609,9058064.19,7695482.880000001,2162.8615544412605,1837.5078510028654,4188
sao-bento-do-tocantins-to,1720101,9852860.54,5533086.34,2149.871381191359,1207.3066419375955,4583
mazagao-ap,1600402,27332309.44,15189640,2080.2427460232893,1156.0727604840552,13139
uniao-da-serra-rs,4322350,3407573.77,1627384,2035.5876762246116,972.152927120669,1674
sampaio-to,1718808,7904751.780000001,3392626.8,2034.161549150798,873.0382913021101,3886
santo-antonio-do-palma-rs,4317558,4631442.38,2886250,2023.3474792485802,1260.9217999126256,2289
riozinho-rs,4315750,9376241.010000002,8024173.16,2015.0958542875567,1724.516045562003,4653
muricilandia-to,1713957,6314174.99,1785829,2003.228105964467,566.5701142131979,3152
westfalia-rs,4323770,5931037.34,3799374.99,2000.3498617200673,1281.4080910623948,2965
dois-lajeados-rs,4306452,6953363.550000001,4674553.78,1995.7989523536166,1341.7203731343284,3484
entre-rios-sc,4205175,6386916.06,4229092,1994.0418545113955,1320.353418669997,3203
salvador-ba,2927408,5949707977.520002,2935695819.410001,1984.521962738522,979.19979460357,2998056
vicentina-ms,5008404,12080784.059999999,8101504.68,1979.807286135693,1327.6802163225173,6102
santa-margarida-do-sul-rs,4316972,5063889.72,4709655.38,1976.5377517564402,1838.272982045277,2562
sao-martinho-sc,4217105,6468229.489999999,3921442.8,1970.2191562595185,1194.4693268352116,3283
sebastianopolis-do-sul-sp,3551306,5956219.06,3654668.14,1947.1131284733572,1194.7264269369075,3059
curral-velho-pb,2505303,4974142.74,1169850.75,1932.456386946387,454.48747086247084,2574
nova-alvorada-rs,4312757,6184947.220000002,3848330,1924.376857498445,1197.3646546359676,3214
lavandeira-to,1712157,3137993.55,1626291.46,1913.410701219512,991.6411341463414,1640
morro-grande-sc,4211256,5488427.19,3614480.53,1893.867215320911,1247.232757073844,2898
porto-dos-gauchos-mt,5106802,12150653.73,1564107.38,1892.0357723450638,243.55455932731235,6422
caroebe-rr,1400233,13394691.23,2977557.1,1890.3035887665822,420.2028083545018,7086
tupanci-do-sul-rs,4322186,2959436.64,1769218.58,1881.3964653528292,1124.7416274634456,1573
rio-grande-da-serra-sp,3544103,89407063.23,40831264.53,1873.1445649577843,855.4454029875762,47731
marata-rs,4311791,4719042.5200000005,1186890,1864.4972421967605,468.941129988147,2531
brasilandia-do-sul-pr,4103370,6076025.06,4994394.23,1863.8113680981594,1532.0227699386505,3260
santa-rosa-do-purus-ac,1200435,3236823,35000,1850.6706689536877,20.01143510577473,1749
campos-dos-goytacazes-rj,3301009,886772623.93,10071826.89,1844.952280941562,20.95468386428322,480648
antonio-joao-ms,5000906,16089976.33,7533726.07,1842.2230741928097,862.5745443095947,8734
bom-jesus-sc,4202537,5515525.05,3940705.1100000003,1832.4003488372093,1309.2043554817276,3010
crixas-do-tocantins-to,1706258,2354398.12,589900,1826.5307370054306,457.64158262218774,1289
talisma-to,1720978,4843481.649999999,3880612.7800000003,1818.8064776567778,1457.233488546752,2663
parari-pb,2510659,2263793.0300000003,1549659.6600000001,1818.307654618474,1244.7065542168675,1245
catingueira-pb,2504207,8743402.24,1702058.29,1803.1351288925553,351.0122272633533,4849
centenario-to,1704105,4599115.96,2770625,1770.9341393916056,1066.85598767809,2597
palmelo-go,5215801,4106360.99,3131513.1,1766.9367426850258,1347.4669104991394,2324
belem-do-piaui-pi,2201572,5943613.779999999,5012113.5,1754.3133943329397,1479.3723435655254,3388
santo-afonso-mt,5107263,5134689.5600000005,4322050,1744.1200951086958,1468.0876358695652,2944
manaus-am,1302603,3447543574.3800006,459084888.84,1739.2713034103415,231.60640489724176,1982177
palmeira-sc,4212056,4246509.300000001,2307360.14,1729.0347312703586,939.4788843648209,2456
rio-branco-ac,1200401,638130731.62,274266679.81,1722.117748266091,740.1610573741735,370550
maranhaozinho-ma,2106375,25008146.449999996,16649574.69,1721.8497968879094,1146.3491248967227,14524
alto-alegre-rr,1400050,32067666.65,14923422.89,1714.2984416764673,797.7880300438362,18706
vicosa-rn,2414902,3122963.29,2635450,1710.2756243154436,1443.29134720701,1826
lagoa-do-tocantins-to,1711951,4855152.75,1371113.6,1694.0519016050243,478.40669923237965,2866
buriti-de-goias-go,5203939,5222418.39,1809330,1681.3967772054089,582.5273663876368,3106
mathias-lobato-mg,3171501,6087759.66,4764921.989999999,1676.1452808370045,1311.9278606828193,3632
barao-rs,4301651,9678865.45,7230664.23,1670.786371482824,1248.172661833247,5793
santa-maria-do-tocantins-to,1718881,3746914.3000000003,2121074.99,1664.5554420257665,942.2812039093737,2251
mateiros-to,1712702,2998343.87,1688997.3900000001,1663.8978190899002,937.290449500555,1802
ichu-ba,2913309,5619328.54,1898406.19,1662.0315113871636,561.4925140490978,3381
presidente-lucena-rs,4315149,4191812.27,2379417.14,1645.7841656851197,934.2038241067924,2547
marzagao-go,5212907,3382877.93,2074126.19,1623.261962571977,995.2620873320537,2084
santa-terezinha-do-tocantins-to,1720002,4583992.33,3604348,1610.1132174218476,1266.016157358623,2847
santa-lucia-pr,4123824,5980862.83,4118709.1100000003,1597.8794629975955,1100.376465402084,3743
ponte-branca-mt,5106703,2784796.92,1383200,1596.787224770642,793.1192660550458,1744
amparo-pb,2500734,3244532.52,2184524.04,1583.4712152269399,1066.141551976574,2049
macedonia-sp,3528205,5848222.37,5204948.069999999,1572.1027876344087,1399.1795887096773,3720
montauri-rs,4312351,2523974.08,2106850,1562.8322476780186,1304.5510835913312,1615
campo-grande-ms,5002704,1316898928.040001,488586916.28000003,1561.9353449568282,579.4986671885379,843120
guabiju-rs,4309258,2738728.3399999994,1819868,1557.865949943117,1035.1922639362913,1758
sao-jose-do-brejo-do-cruz-pb,2514651,2407157.8099999996,1077513.1400000001,1555.0115051679584,696.0679198966409,1548
itaja-rn,2404853,11427699.77,6675755.91,1554.7890843537414,908.2661102040817,7350
riacho-dos-cavalos-pb,2512804,13180024.3,10187177.25,1552.7832587181904,1200.1858211592837,8488
riacho-da-cruz-rn,2410702,4842543.14,2325311.38,1551.5998526113424,745.0533098365908,3121
chapada-de-areia-to,1704600,2061941.42,1032850,1544.5254082397003,773.6704119850187,1335
lucrecia-rn,2406908,5706947.5,2021200.5699999998,1544.0875270562772,546.8616260822511,3696
alvorada-to,1700707,13070982.219999999,9380545.02,1543.5737151629662,1107.763937175248,8468
serrinha-dos-pintos-rn,2413557,6973555.28,2920462.01,1536.0253920704847,643.2735704845815,4540
pugmil-to,1718451,3367425.55,1348630,1510.0563004484304,604.7668161434977,2230
luzinopolis-to,1712454,4443231.93,2776592.5,1501.5991652585333,938.3550185873606,2959
sao-felix-de-minas-mg,3161056,5085617.07,4892727.14,1501.5107971656334,1444.5607144966045,3387
barra-funda-rs,4301958,3653208.4399999995,2815906,1500.9073294987672,1156.9046836483155,2434
cidade-ocidental-go,5205497,85604696.49000001,32413945.420000006,1498.996576486657,567.5902749176998,57108
bandeirantes-ms,5001508,9916841.64,4056247.54,1497.333782273894,612.4486697871056,6623
novo-tiradentes-rs,4313441,3634259.88,2201502.14,1494.9649856026326,905.59528589058,2431
alcinopolis-ms,5000252,6586700.42,4274459.52,1483.4910855855856,962.716108108108,4440
angulo-pr,4101150,4694621.51,3234422.5300000003,1482.824229311434,1021.6116645609603,3166
antonio-almeida-pi,2200806,4068624.14,1060066.73,1473.0717378711079,383.80402968863143,2762
santa-maria-rs,4316907,405244937.55999994,27801381.77,1467.7044401466092,100.69024356411259,276108
brasilia-df,5300108,4275098069.4400005,1146356793.4,1466.6714935142018,393.2842716041759,2914830
rio-das-flores-rj,3304508,12885026.59,7144350,1466.373801069762,813.0590645271424,8787
gurinhata-mg,3129103,9243221.96,7836107.14,1461.8412082872055,1239.3020939427486,6323
mira-estrela-sp,3530003,4124236.2499999995,3131109.29,1453.731494536482,1103.6691187874515,2837
francinopolis-pi,2204006,7616721.17,4736558.61,1453.0181552842425,903.5785215566578,5242
sao-felix-do-piaui-pi,2209609,4846962.0200000005,2710706.25,1446.4225663980903,808.9245747538048,3351
brochier-rs,4302659,7337854.590000001,4829562.58,1446.1676369728027,951.8254986204179,5074
araguaina-to,1702109,225650275.67,170287392.89,1445.336533822691,1090.7258564721405,156123
pareci-novo-rs,4314035,5533425.09,4641400.26,1442.122775605942,1209.643017982799,3837
ibirapuita-rs,4309951,6210361.9399999995,3073514.2800000003,1440.9192436194894,713.1123619489559,4310
guimarania-mg,3128907,10399017.229999999,8049612.14,1431.3857164487265,1107.9989181004817,7265
figueira-pr,4107751,11086429.79,9670986.61,1426.8249407979406,1244.6572213642212,7770
miranda-do-norte-ma,2106755,35666833.769999996,12135568.94,1423.0303929939353,484.18324848388124,25064
caracol-ms,5002803,7854862.01,5916300,1422.9822481884057,1071.7934782608695,5520
rio-fortuna-sc,4214904,6601167.0600000005,3437098.04,1420.216665232358,739.4789242685026,4648
manoel-urbano-ac,1200344,8106155,4999535.27,1417.407763595034,874.1974593460394,5719
grupiara-mg,3127909,1996468.62,1008955,1413.9296175637394,714.5573654390935,1412
guaporema-pr,4109104,3105872.94,2072335.71,1402.1999729119639,935.5917426636569,2215
bertioga-sp,3506359,76953781.00000001,29278528.65,1395.6578221915922,531.0045458667344,55138
torre-de-pedra-sp,3554656,3925063.5300000003,2950970.57,1394.338731793961,1048.302156305506,2815
agua-clara-ms,5000203,19967142.340000004,6942355.220000001,1394.061463380577,484.6997989248063,14323
sao-jose-dos-campos-sp,3549904,877168955.0899999,33691719.38,1392.5062906142198,53.485626578570965,629921
cafezal-do-sul-pr,4103479,6117761.000000002,4718949.550000001,1388.8220204313284,1071.2711804767312,4405
nova-luzitania-sp,3533304,5126160.24,4525724.5600000005,1385.0743690894353,1222.838303161308,3701
figueirao-ms,5003900,4751222.510000001,3495842.38,1379.9658756898057,1015.3477722916061,3443
nova-russas-ce,2309300,41274438.33,8101521.159999999,1377.4675720865037,270.3751555199573,29964
doutor-ricardo-rs,4306759,2791140.43,2132449.6799999997,1374.9460246305418,1050.4678226600984,2030
florianopolis-sc,4205407,642535471.7499998,81159628.92,1367.9990456471285,172.7940320637016,469690
iturama-mg,3134400,48284695.54000001,16853638.73,1367.5284790982216,477.3320134247196,35308
vista-serrana-pb,2505501,4828966.399999999,2152350,1363.3445511010727,607.6651609260305,3542
paulo-bento-rs,4314134,2927933,1736076.19,1362.4630060493253,807.8530432759422,2149
presidente-kennedy-to,1718402,5156304.33,2547402,1362.2996908850728,673.0256274768824,3785
caracarai-rr,1400209,26182789.589999996,10612551.100000001,1361.2055934494408,551.7312763192099,19235
timbo-sc,4218202,50657203.879999995,41102600.11,1356.5381431593603,1100.6775060921725,37343
santa-rosa-do-tocantins-to,1718907,6339039.41,2995428,1354.2062401196326,639.9119846186712,4681
morro-agudo-de-goias-go,5213855,3332023.63,2395019.04,1351.1855758313056,971.2161557177616,2466
lafaiete-coutinho-ba,2918704,6349645.66,5600760.700000001,1350.7010550946607,1191.3977238885345,4701
gurjao-pb,2506509,4014402.6399999997,2296330,1344.8585058626466,769.2897822445561,2985
moipora-go,5213400,2341310,1182850,1343.2644865174987,678.6288009179575,1743
gaspar-sc,4205902,85657894.43000002,64906691.62,1342.0533078996025,1016.9318400025068,63826
bandeirantes-do-tocantins-to,1703057,4181736.76,2910001.36,1339.4416271620755,932.0952466367712,3122
alto-alegre-rs,4300554,2725676.56,1044800,1331.546927210552,510.40547142159255,2047
clementina-sp,3511904,10956515.5,9230580,1327.4188878119699,1118.3159680155077,8254
juti-ms,5005152,7920906.13,5629040.48,1326.5627415843242,942.729941383353,5971
rubineia-sp,3544509,3838366.7300000004,3121307.33,1325.8607012089813,1078.1717892918825,2895
monte-horebe-pb,2509602,6013941.85,2678410.09,1325.240601586602,590.2181776112825,4538
coxim-ms,5003306,44216585.099999994,25237466.25,1323.532839439655,755.4318202227012,33408
portalegre-rn,2410207,9664026.959999999,5134062.38,1320.222262295082,701.3746420765027,7320
rio-dos-bois-to,1718709,2786651.31,1408977.38,1304.612036516854,659.6336048689138,2136
floresta-pr,4107900,7732983.790000001,4408117,1303.8246147361324,743.2333501938965,5931
monjolos-mg,3142502,3013068.94,2632200.5700000003,1303.7944353093899,1138.9876979662486,2311
parnagua-pi,2207603,13370494.35,2396895.95,1301.1380254963021,233.25184410276373,10276
sao-jose-do-herval-rs,4318465,3357224.3000000003,2078242.5,1298.7328046421665,803.9622823984527,2585
laguna-carapa-ms,5005251,8043579.700000001,5166141.19,1297.3515645161292,833.2485790322581,6200
santos-sp,3548500,562281715.5400001,275348851.09000003,1296.8798577837235,635.080901571852,433565
centro-do-guilherme-ma,2103158,15533374.6,9579739,1296.7171383254029,799.7110777193421,11979
carlos-gomes-rs,4304853,2226060.09,1586363.1400000001,1295.7276426076833,923.3778463329454,1718
sao-domingos-do-sul-rs,4318051,3925747.68,3100757.14,1295.1988386671067,1023.0145628505444,3031
boa-vista-rr,1400100,407496021.16999996,304199367.19,1294.048971641791,966.0189494760241,314900
vale-real-rs,4322541,7646712.08,5820098.93,1293.2034635548791,984.2886741078978,5913
harmonia-rs,4309555,4889816.029999999,2693756,1291.8932708058123,711.6924702774108,3785
santana-ap,1600600,131486757.27,8522154.2,1290.8069314968977,83.66208081363386,101864
mariopolis-pr,4115309,8136942.019999998,7146013.069999999,1290.3491944180141,1133.2085426577862,6306
carneirinho-mg,3114550,12932010.799999999,3264878.0300000003,1289.7188391343373,325.60865961902863,10027
caseara-to,1703909,6345706.45,2287716.6100000003,1287.9452912522834,464.32242947026594,4927
sao-francisco-do-oeste-rn,2411908,5012195.63,3923095.77,1282.2193988232284,1003.6059785111281,3909
agua-fria-de-goias-go,5200175,6566732.3500000015,3792615.92,1278.07169131958,738.1502374464773,5138
lapao-ba,2919157,35083440.59,21186912.68,1274.0935716879721,769.4259398605462,27536
carrasco-bonito-to,1703891,5432541.71,2249861.18,1268.9889535155337,525.5457089465078,4281
tio-hugo-rs,4321469,3838243.55,3104864.92,1266.7470462046203,1024.707894389439,3030
bituruna-pr,4102901,21275511.189999998,4417566.8,1266.1733732071652,262.90345771588403,16803
vila-nova-do-piaui-pi,2211605,3749554.33,2277747.14,1265.8859993247806,768.9895813639433,2962
natal-rn,2408102,1080270705.53,369078566.98,1265.0606439067462,432.2127474213283,853928
itacaja-to,1710508,8971595.09,4906695.54,1262.8934529842343,690.6947550675676,7104
andre-da-rocha-rs,4300661,1544861.5200000003,667060,1262.1417647058825,544.9836601307189,1224
ipueiras-to,1709807,1477412.04,274999.99,1261.6669854824936,234.84200683176772,1171
zortea-sc,4219853,3801799.62,2382645,1260.9617313432836,790.2636815920398,3015
imigrante-rs,4310363,3935909.2199999997,2121448.93,1259.4909504,678.8636576,3125
rondonopolis-mt,5107602,244895884.54,170337055.95000002,1252.8181696985819,871.3962632241299,195476
ceres-go,5205406,27911141.609999992,15113593.77,1251.2840316506765,677.557328521474,22306
santa-rosa-de-lima-sc,4215604,2621288.87,2026700,1246.452149310509,963.7184973846886,2103
dona-francisca-rs,4306700,4940020.83,4049269.85,1244.9649269153226,1020.4813130040322,3968
jordao-ac,1200328,4755647.49,111400,1242.9815708311553,29.116570831155254,3826
caarapo-ms,5002407,29359444.17,19610607.72,1239.0042272957462,827.591480418636,23696
indiavai-mt,5104500,3233409.4499999997,1386046.19,1232.7142394205107,528.4202020587114,2623
sao-miguel-da-boa-vista-sc,4217154,2491937.31,1359054,1229.9789289239882,670.8065153010859,2026
romaria-mg,3156403,4373446.609999999,2305573.19,1228.1512524571747,647.451050266779,3561
pedro-afonso-to,1716505,13211352.04,4220617.62,1228.0490834727643,392.32363078639156,10758
teresina-pi,2211001,1043451569.4300008,399738333.3300001,1227.304191999982,470.1708699973419,850198
sao-miguel-do-passa-quatro-go,5220264,4728961.87,2792151.6,1226.390526452282,724.1057053941909,3856
nova-candelaria-rs,4313011,3419718.0700000003,1173100,1226.1448798852637,420.61670849766944,2789
itanhaem-sp,3522109,107050216.39000003,67842630.44,1225.7003410886446,776.7825052096453,87338
nova-hartz-rs,4313060,26477361.269999996,20625772.880000003,1224.953100624566,954.2342299329171,21615
wall-ferraz-pi,2211704,5214599.16,4925159.32,1218.3642897196262,1150.7381588785047,4280
oliveira-de-fatima-to,1715507,1372021.96,1133827.26,1215.254171833481,1004.2756953055801,1129
ourizona-pr,4117404,4229595.23,3659198.14,1214.7028230901783,1050.8897587593337,3482
santa-juliana-mg,3157708,14051834.05,9748623,1212.7240916544404,841.3414171053768,11587
boa-vista-das-missoes-rs,4302154,2562557.84,693045,1212.184408703879,327.83585619678337,2114
santa-rita-do-trivelato-mt,5107768,2045088.31,1378740.02,1211.5452073459717,816.7891113744076,1688
sao-felix-do-tocantins-to,1720150,1929208.64,362450,1209.535197492163,227.24137931034483,1595
monte-santo-do-tocantins-to,1713700,2310197.98,2147165.4,1208.8948090005233,1123.582103610675,1911
sao-jose-do-sul-rs,4318614,2573618.3499999996,1755606,1207.1380628517823,823.4549718574109,2132
